Transaction_ID,Date,Time,Product_ID,Staff_ID,Customer_ID,Quantity_Sold,Unit_Price,Total_Amount,Payment_Method
TRX_00060,2025-06-09,14:40,139,S05,CUST_124,5,160,800,Visa
TRX_00061,2025-08-31,9:39,123,S05,CUST_137,4,620,2480,Cash
TRX_00062,2025-03-23,20:05,114,S04,CUST_065,3,220,660,Cash
TRX_00063,2025-10-17,20:55,111,S04,CUST_192,1,140,140,Cash
TRX_00064,2025-11-17,13:57,133,S05,CUST_134,2,450,900,Cash
TRX_00065,2024-12-25,13:22,131,S03,CUST_186,3,85,255,Cash
TRX_00066,2025-04-01,17:26,124,S04,CUST_005,2,480,960,Cash
TRX_00067,2025-02-22,11:05,105,S02,CUST_090,2,65,130,Cash
TRX_00068,2025-10-10,19:15,143,S02,CUST_081,4,350,1400,Cash
TRX_00069,2025-02-08,12:29,142,S02,CUST_011,5,210,1050,Cash
TRX_00070,2025-04-06,19:00,137,S03,CUST_136,4,320,1280,Visa
TRX_00071,2025-04-23,19:34,131,S02,CUST_195,4,85,340,Cash
TRX_00072,2025-05-22,18:19,140,S02,CUST_151,4,175,700,Cash
TRX_00073,2025-11-15,13:29,122,S01,CUST_013,4,450,1800,Visa
TRX_00074,2025-06-11,22:30,123,S05,CUST_198,2,620,1240,Cash
TRX_00075,2025-09-15,14:36,125,S05,CUST_192,4,550,2200,Cash
TRX_00076,2024-12-08,22:42,139,S04,CUST_108,3,160,480,Cash
TRX_00077,2025-09-12,22:43,119,S03,CUST_178,1,25,25,Visa
TRX_00078,2025-10-03,20:31,101,S01,CUST_175,1,45,45,Visa
TRX_00079,2025-03-24,18:51,132,S04,CUST_184,3,20,60,Cash
TRX_00080,2025-10-10,13:43,142,S01,CUST_197,2,210,420,Visa
TRX_00081,2025-10-14,10:57,107,S01,CUST_137,2,28,56,Cash
TRX_00082,2025-05-04,21:28,140,S02,CUST_197,1,175,175,Cash
TRX_00083,2025-02-02,10:58,113,S05,CUST_020,3,72,216,Cash
TRX_00084,2025-02-24,12:08,113,S02,CUST_134,4,72,288,Visa
TRX_00085,2025-08-25,17:58,111,S03,CUST_031,3,140,420,Cash
TRX_00086,2025-04-07,23:52,126,S02,CUST_197,2,390,780,App
TRX_00087,2025-05-19,21:07,102,S01,CUST_011,3,55,165,Cash
TRX_00088,2025-02-07,21:14,126,S02,CUST_031,1,390,390,Visa
TRX_00089,2025-09-08,14:05,119,S01,CUST_136,4,25,100,Visa
TRX_00090,2025-04-11,17:07,105,S01,CUST_043,1,65,65,Cash
TRX_00091,2025-09-22,15:52,114,S03,CUST_079,3,220,660,Cash
TRX_00092,2025-01-21,19:14,143,S04,CUST_189,3,350,1050,Cash
TRX_00093,2025-09-10,14:58,127,S01,CUST_177,5,95,475,Cash
TRX_00094,2025-10-18,22:29,116,S03,CUST_120,1,650,650,App
TRX_00095,2025-10-25,15:07,107,S04,CUST_074,3,28,84,Cash
TRX_00096,2025-05-01,16:07,105,S04,CUST_013,1,65,65,Cash
TRX_00097,2025-02-04,15:29,137,S02,CUST_170,5,320,1600,Cash
TRX_00098,2025-06-29,18:47,114,S01,CUST_157,5,220,1100,Visa
TRX_00099,2025-10-28,10:53,136,S01,CUST_067,4,280,1120,Cash
TRX_00100,2025-04-19,9:44,128,S01,CUST_189,4,110,440,Cash
TRX_00101,2025-07-12,12:54,130,S01,CUST_186,4,145,580,Cash
TRX_00102,2025-09-01,23:41,131,S05,CUST_018,3,85,255,Cash
TRX_00103,2025-04-17,12:07,133,S01,CUST_135,4,450,1800,App
TRX_00104,2025-01-12,19:13,108,S02,CUST_166,4,110,440,Cash
TRX_00105,2024-12-07,9:50,103,S02,CUST_119,5,38,190,Cash
TRX_00106,2025-09-12,12:04,125,S04,CUST_089,2,550,1100,Visa
TRX_00107,2025-03-13,18:13,129,S01,CUST_052,5,220,1100,Visa
TRX_00108,2025-05-14,21:09,112,S03,CUST_074,2,56,112,Visa
TRX_00109,2024-11-28,13:54,127,S04,CUST_122,5,95,475,App
TRX_00110,2025-08-30,13:51,141,S03,CUST_130,2,95,190,Cash
TRX_00111,2025-02-02,9:22,130,S05,CUST_045,1,145,145,Visa
TRX_00112,2025-09-24,14:01,139,S04,CUST_195,2,160,320,Cash
TRX_00113,2025-01-30,20:26,114,S03,CUST_117,1,220,220,Cash
TRX_00114,2025-07-28,16:49,144,S02,CUST_121,1,25,25,Cash
TRX_00115,2025-01-21,16:32,104,S01,CUST_004,5,42,210,Cash
TRX_00116,2024-12-19,20:50,125,S02,CUST_106,5,550,2750,App
TRX_00117,2025-04-30,16:41,135,S04,CUST_053,5,95,475,App
TRX_00118,2025-07-30,22:25,139,S02,CUST_186,1,160,160,Cash
TRX_00119,2025-08-05,20:58,136,S02,CUST_022,1,280,280,Cash
TRX_00120,2025-05-10,18:09,125,S01,CUST_022,1,550,550,Cash
TRX_00121,2025-10-12,19:37,122,S04,CUST_194,3,450,1350,Cash
TRX_00122,2025-06-10,18:33,112,S05,CUST_071,3,56,168,Cash
TRX_00123,2025-10-02,15:06,135,S04,CUST_133,5,95,475,Visa
TRX_00124,2025-10-28,19:56,141,S02,CUST_028,1,95,95,Visa
TRX_00125,2025-07-05,16:56,144,S02,CUST_008,2,25,50,Cash
TRX_00126,2025-07-17,15:26,135,S04,CUST_068,3,95,285,Visa
TRX_00127,2025-07-03,14:42,115,S03,CUST_143,3,180,540,Cash
TRX_00128,2025-11-13,23:30,132,S05,CUST_057,2,20,40,Cash
TRX_00129,2025-01-13,15:06,123,S05,CUST_152,1,620,620,Visa
TRX_00130,2025-02-01,17:03,133,S03,CUST_041,3,450,1350,Cash
TRX_00131,2025-09-10,14:42,137,S03,CUST_039,5,320,1600,Cash
TRX_00132,2025-11-02,21:27,136,S02,CUST_154,3,280,840,Visa
TRX_00133,2025-04-23,18:19,114,S03,CUST_178,1,220,220,Cash
TRX_00134,2025-08-13,12:09,121,S05,CUST_127,5,85,425,Cash
TRX_00135,2025-01-21,14:54,104,S02,CUST_111,2,42,84,Cash
TRX_00136,2025-04-18,18:14,135,S05,CUST_200,1,95,95,Visa
TRX_00137,2025-10-11,18:43,129,S01,CUST_170,5,220,1100,Cash
TRX_00138,2025-10-04,23:42,123,S05,CUST_117,1,620,620,Visa
TRX_00139,2024-12-11,11:17,105,S01,CUST_031,3,65,195,Visa
TRX_00140,2025-05-19,14:00,108,S01,CUST_043,3,110,330,Cash
TRX_00141,2025-09-12,19:25,126,S03,CUST_061,2,390,780,Cash
TRX_00142,2025-01-12,20:33,141,S04,CUST_096,1,95,95,Cash
TRX_00143,2025-07-17,14:10,132,S02,CUST_002,4,20,80,Cash
TRX_00144,2025-09-13,18:05,131,S02,CUST_126,3,85,255,Visa
TRX_00145,2025-02-15,21:39,131,S01,CUST_130,2,85,170,Cash
TRX_00146,2025-04-15,16:42,137,S05,CUST_147,1,320,320,Cash
TRX_00147,2025-07-11,15:17,137,S01,CUST_125,5,320,1600,Cash
TRX_00148,2025-01-24,14:27,125,S04,CUST_132,5,550,2750,Cash
TRX_00149,2025-08-03,17:42,133,S03,CUST_014,5,450,2250,Cash
TRX_00150,2025-06-17,18:03,108,S05,CUST_088,2,110,220,Cash
TRX_00151,2025-03-15,21:08,141,S03,CUST_153,3,95,285,Visa
TRX_00152,2025-05-13,10:00,139,S02,CUST_016,3,160,480,Cash
TRX_00153,2025-02-24,11:24,121,S05,CUST_077,4,85,340,Cash
TRX_00154,2025-08-10,17:53,105,S04,CUST_186,2,65,130,Cash
TRX_00155,2025-01-02,15:55,101,S02,CUST_131,3,45,135,Visa
TRX_00156,2024-12-06,16:58,129,S01,CUST_010,4,220,880,Cash
TRX_00157,2025-09-17,15:36,103,S01,CUST_200,3,38,114,Cash
TRX_00158,2025-04-24,10:25,121,S01,CUST_187,4,85,340,Cash
TRX_00159,2025-02-22,21:39,101,S05,CUST_020,3,45,135,Cash
TRX_00160,2025-01-11,15:54,133,S05,CUST_096,3,450,1350,Cash
TRX_00161,2025-09-24,15:33,116,S02,CUST_174,4,650,2600,Cash
TRX_00162,2025-05-19,12:21,101,S02,CUST_019,3,45,135,Visa
TRX_00163,2025-08-15,19:07,136,S02,CUST_001,1,280,280,Cash
TRX_00164,2025-05-24,14:46,125,S01,CUST_022,2,550,1100,App
TRX_00165,2025-03-27,10:09,129,S03,CUST_042,2,220,440,Cash
TRX_00166,2025-10-01,11:48,110,S05,CUST_122,2,105,210,Visa
TRX_00167,2025-02-25,21:40,137,S02,CUST_027,1,320,320,Cash
TRX_00168,2025-09-19,16:43,143,S04,CUST_033,5,350,1750,App
TRX_00169,2025-10-22,19:39,123,S05,CUST_193,5,620,3100,Cash
TRX_00170,2025-02-12,16:04,126,S04,CUST_080,3,390,1170,Cash
TRX_00171,2025-04-16,18:03,129,S03,CUST_038,3,220,660,Cash
TRX_00172,2025-05-04,16:28,145,S03,CUST_195,1,50,50,Cash
TRX_00173,2025-04-22,10:41,124,S05,CUST_198,3,480,1440,Visa
TRX_00174,2025-10-07,18:32,137,S03,CUST_005,1,320,320,Cash
TRX_00175,2025-09-06,21:47,124,S03,CUST_153,5,480,2400,Visa
TRX_00176,2025-09-15,19:12,110,S03,CUST_076,4,105,420,Cash
TRX_00177,2025-08-10,11:03,127,S02,CUST_189,4,95,380,Cash
TRX_00178,2025-11-27,10:32,125,S05,CUST_158,3,550,1650,Cash
TRX_00179,2025-04-02,20:28,120,S05,CUST_053,1,90,90,App
TRX_00180,2025-08-21,18:10,113,S03,CUST_075,5,72,360,Cash
TRX_00181,2025-06-13,15:49,129,S04,CUST_087,3,220,660,Cash
TRX_00182,2024-12-23,21:40,105,S02,CUST_096,5,65,325,Cash
TRX_00183,2025-05-14,10:35,110,S01,CUST_003,1,105,105,Cash
TRX_00184,2025-04-05,20:54,105,S04,CUST_195,3,65,195,Cash
TRX_00185,2025-02-11,14:05,123,S02,CUST_116,5,620,3100,Cash
TRX_00186,2025-05-25,13:41,128,S02,CUST_018,2,110,220,Cash
TRX_00187,2025-02-01,18:45,133,S01,CUST_159,4,450,1800,App
TRX_00188,2025-09-09,15:41,113,S05,CUST_020,3,72,216,Visa
TRX_00189,2025-11-05,20:53,115,S05,CUST_112,2,180,360,App
TRX_00190,2025-01-13,19:42,110,S03,CUST_089,5,105,525,Cash
TRX_00191,2024-12-06,14:19,119,S03,CUST_110,3,25,75,Cash
TRX_00192,2025-05-20,21:31,115,S04,CUST_001,2,180,360,Cash
TRX_00193,2025-02-14,10:18,122,S01,CUST_138,2,450,900,Visa
TRX_00194,2025-08-13,21:34,107,S04,CUST_182,1,28,28,Visa
TRX_00195,2024-12-16,19:21,133,S04,CUST_198,5,450,2250,Visa
TRX_00196,2025-02-02,18:24,135,S04,CUST_100,5,95,475,Cash
TRX_00197,2025-11-16,21:39,142,S04,CUST_104,2,210,420,Visa
TRX_00198,2025-07-09,9:26,129,S03,CUST_117,2,220,440,Cash
TRX_00199,2025-07-12,18:18,130,S01,CUST_031,2,145,290,Visa
TRX_00200,2025-03-26,17:15,101,S05,CUST_003,4,45,180,Cash
TRX_00201,2025-03-06,14:43,137,S05,CUST_032,4,320,1280,App
TRX_00202,2025-07-21,21:18,119,S03,CUST_141,4,25,100,Visa
TRX_00203,2025-08-24,15:10,104,S04,CUST_139,5,42,210,Visa
TRX_00204,2025-02-05,22:16,119,S04,CUST_075,5,25,125,Cash
TRX_00205,2025-06-05,17:59,135,S03,CUST_011,4,95,380,Cash
TRX_00206,2025-01-29,13:05,115,S04,CUST_092,5,180,900,Visa
TRX_00207,2025-07-15,23:32,136,S01,CUST_133,3,280,840,Cash
TRX_00208,2025-01-12,23:14,142,S04,CUST_063,4,210,840,Visa
TRX_00209,2024-12-10,15:03,129,S05,CUST_056,3,220,660,Cash
TRX_00210,2025-03-27,15:05,123,S05,CUST_153,3,620,1860,Cash
TRX_00211,2025-05-09,23:06,133,S04,CUST_154,1,450,450,Visa
TRX_00212,2025-02-09,11:02,141,S04,CUST_159,3,95,285,Cash
TRX_00213,2025-11-18,22:08,130,S02,CUST_200,4,145,580,Visa
TRX_00214,2025-07-14,18:00,120,S03,CUST_059,4,90,360,App
TRX_00215,2025-04-07,12:53,121,S05,CUST_046,1,85,85,Cash
TRX_00216,2025-08-24,15:07,115,S01,CUST_090,5,180,900,Visa
TRX_00217,2025-04-30,10:03,115,S05,CUST_165,2,180,360,Cash
TRX_00218,2025-07-19,10:07,141,S03,CUST_089,5,95,475,Visa
TRX_00219,2025-09-28,17:01,122,S04,CUST_033,4,450,1800,Cash
TRX_00220,2025-03-30,20:09,122,S03,CUST_009,5,450,2250,Cash
TRX_00221,2025-10-07,14:15,126,S01,CUST_061,1,390,390,Cash
TRX_00222,2025-11-02,19:05,126,S02,CUST_050,2,390,780,Cash
TRX_00223,2024-12-31,17:34,122,S03,CUST_042,3,450,1350,Cash
TRX_00224,2025-09-06,9:24,129,S03,CUST_060,5,220,1100,Visa
TRX_00225,2025-10-18,15:23,133,S04,CUST_130,1,450,450,Cash
TRX_00226,2025-05-28,21:04,133,S02,CUST_088,1,450,450,Cash
TRX_00227,2025-09-20,20:48,133,S01,CUST_060,1,450,450,Cash
TRX_00228,2025-05-26,17:21,142,S02,CUST_171,1,210,210,Visa
TRX_00229,2025-11-12,16:44,102,S04,CUST_145,2,55,110,Cash
TRX_00230,2025-02-04,10:45,102,S01,CUST_052,2,55,110,Visa
TRX_00231,2024-12-15,13:12,112,S04,CUST_088,4,56,224,Cash
TRX_00232,2024-12-18,14:59,126,S01,CUST_109,2,390,780,Cash
TRX_00233,2025-09-01,16:16,112,S01,CUST_090,4,56,224,Cash
TRX_00234,2025-04-22,14:55,102,S01,CUST_174,2,55,110,Visa
TRX_00235,2025-04-15,10:51,135,S02,CUST_054,3,95,285,Cash
TRX_00236,2025-07-10,23:24,105,S02,CUST_108,4,65,260,Cash
TRX_00237,2025-08-08,20:31,141,S04,CUST_100,2,95,190,Cash
TRX_00238,2025-04-12,21:05,135,S03,CUST_014,5,95,475,Visa
TRX_00239,2025-07-05,18:52,126,S02,CUST_069,1,390,390,Cash
TRX_00240,2025-05-10,10:05,117,S05,CUST_029,3,48,144,Cash
TRX_00241,2025-05-02,16:38,108,S01,CUST_084,3,110,330,Visa
TRX_00242,2025-11-15,16:22,136,S04,CUST_161,2,280,560,Cash
TRX_00243,2025-10-07,15:17,144,S04,CUST_014,3,25,75,Cash
TRX_00244,2025-01-04,19:40,115,S05,CUST_004,1,180,180,Cash
TRX_00245,2025-11-09,11:01,115,S05,CUST_163,5,180,900,Cash
TRX_00246,2025-11-09,21:28,144,S02,CUST_017,5,25,125,Cash
TRX_00247,2025-03-27,21:41,109,S05,CUST_037,1,95,95,Cash
TRX_00248,2025-09-13,9:38,117,S02,CUST_083,4,48,192,Cash
TRX_00249,2025-06-04,14:28,102,S01,CUST_053,4,55,220,Visa
TRX_00250,2025-02-05,17:23,112,S05,CUST_122,5,56,280,Cash
TRX_00251,2025-04-03,10:01,144,S05,CUST_131,3,25,75,Visa
TRX_00252,2025-08-19,15:58,119,S03,CUST_070,4,25,100,Cash
TRX_00253,2025-04-09,20:28,145,S04,CUST_017,3,50,150,Cash
TRX_00254,2025-04-22,20:58,116,S02,CUST_152,5,650,3250,App
TRX_00255,2025-01-28,11:54,116,S05,CUST_030,2,650,1300,Cash
TRX_00256,2025-11-27,16:05,111,S03,CUST_020,2,140,280,Visa
TRX_00257,2025-11-03,14:45,145,S04,CUST_182,3,50,150,Cash
TRX_00258,2025-04-24,23:19,139,S01,CUST_056,5,160,800,Visa
TRX_00259,2025-05-31,17:14,138,S05,CUST_092,2,300,600,Cash
TRX_00260,2025-02-06,12:50,116,S01,CUST_177,2,650,1300,Cash
TRX_00261,2025-09-06,18:23,129,S04,CUST_198,3,220,660,Cash
TRX_00262,2025-02-01,18:56,116,S04,CUST_045,5,650,3250,Cash
TRX_00263,2025-06-18,20:46,145,S05,CUST_033,3,50,150,Cash
TRX_00264,2025-06-24,22:36,125,S04,CUST_175,4,550,2200,Cash
TRX_00265,2025-10-21,10:28,139,S03,CUST_194,3,160,480,Cash
TRX_00266,2025-05-22,11:56,120,S02,CUST_121,5,90,450,Visa
TRX_00267,2025-10-20,18:11,115,S01,CUST_076,5,180,900,Visa
TRX_00268,2025-07-06,17:58,115,S05,CUST_179,2,180,360,Visa
TRX_00269,2025-08-19,11:19,107,S01,CUST_140,1,28,28,Cash
TRX_00270,2025-11-25,12:22,144,S03,CUST_093,3,25,75,App
TRX_00271,2025-04-21,22:05,113,S04,CUST_008,5,72,360,Cash
TRX_00272,2025-04-16,11:40,105,S05,CUST_190,5,65,325,Cash
TRX_00273,2025-01-13,17:41,106,S02,CUST_127,5,32,160,Cash
TRX_00274,2025-02-13,11:42,128,S02,CUST_180,5,110,550,Cash
TRX_00275,2025-05-18,22:59,143,S05,CUST_164,5,350,1750,Cash
TRX_00276,2025-01-07,9:41,124,S05,CUST_158,1,480,480,Visa
TRX_00277,2025-10-26,12:49,109,S05,CUST_096,3,95,285,Cash
TRX_00278,2025-10-20,9:31,105,S03,CUST_111,5,65,325,Visa
TRX_00279,2025-04-24,19:19,125,S04,CUST_098,5,550,2750,Cash
TRX_00280,2025-04-28,16:04,133,S03,CUST_050,4,450,1800,Cash
TRX_00281,2025-07-10,15:30,109,S02,CUST_140,2,95,190,Cash
TRX_00282,2025-10-03,11:20,144,S05,CUST_030,3,25,75,Visa
TRX_00283,2025-05-22,15:08,143,S05,CUST_133,3,350,1050,Visa
TRX_00284,2025-09-10,10:20,141,S03,CUST_079,5,95,475,Cash
TRX_00285,2025-04-12,16:15,131,S03,CUST_058,1,85,85,Cash
TRX_00286,2025-04-24,15:55,120,S02,CUST_171,1,90,90,Cash
TRX_00287,2025-02-16,22:20,126,S02,CUST_163,2,390,780,App
TRX_00288,2025-03-04,21:10,127,S03,CUST_067,3,95,285,Cash
TRX_00289,2025-07-24,16:56,142,S03,CUST_108,5,210,1050,Cash
TRX_00290,2025-01-12,15:32,129,S03,CUST_167,1,220,220,Cash
TRX_00291,2025-03-17,18:22,120,S01,CUST_058,2,90,180,Cash
TRX_00292,2025-08-07,18:56,109,S01,CUST_197,3,95,285,Visa
TRX_00293,2025-04-22,17:00,120,S02,CUST_137,4,90,360,Visa
TRX_00294,2025-02-03,23:16,144,S05,CUST_083,4,25,100,Visa
TRX_00295,2025-06-02,9:25,128,S05,CUST_023,4,110,440,Cash
TRX_00296,2025-03-06,14:35,110,S05,CUST_102,5,105,525,Cash
TRX_00297,2025-08-12,16:48,103,S05,CUST_042,4,38,152,Cash
TRX_00298,2025-11-10,18:07,124,S01,CUST_022,5,480,2400,Cash
TRX_00299,2025-06-16,14:50,141,S01,CUST_041,1,95,95,App
TRX_00300,2025-06-02,21:09,130,S05,CUST_120,5,145,725,Cash
TRX_00301,2025-06-20,17:02,123,S01,CUST_026,5,620,3100,Cash
TRX_00302,2025-11-27,14:51,109,S05,CUST_063,2,95,190,Cash
TRX_00303,2025-02-11,18:57,138,S02,CUST_048,4,300,1200,Cash
TRX_00304,2025-10-06,14:10,116,S04,CUST_122,3,650,1950,Cash
TRX_00305,2025-04-29,18:21,131,S01,CUST_056,5,85,425,Cash
TRX_00306,2025-08-26,16:45,103,S05,CUST_197,5,38,190,Cash
TRX_00307,2024-12-05,14:21,126,S03,CUST_049,4,390,1560,Cash
TRX_00308,2025-09-21,13:50,118,S04,CUST_123,4,40,160,Visa
TRX_00309,2025-09-28,16:16,130,S02,CUST_075,1,145,145,App
TRX_00310,2025-09-18,12:46,128,S04,CUST_059,5,110,550,Cash
TRX_00311,2025-02-22,17:40,138,S02,CUST_101,4,300,1200,Visa
TRX_00312,2025-02-10,22:43,145,S04,CUST_124,4,50,200,Cash
TRX_00313,2025-11-20,10:12,139,S05,CUST_047,5,160,800,Cash
TRX_00314,2025-06-29,11:26,110,S04,CUST_154,3,105,315,Cash
TRX_00315,2025-08-10,21:39,113,S04,CUST_060,4,72,288,App
TRX_00316,2025-11-23,11:33,142,S03,CUST_065,1,210,210,Cash
TRX_00317,2025-11-01,16:33,117,S04,CUST_195,3,48,144,Cash
TRX_00318,2025-07-20,23:34,119,S02,CUST_109,2,25,50,Cash
TRX_00319,2025-11-08,21:55,118,S04,CUST_128,3,40,120,Visa
TRX_00320,2025-10-05,16:12,135,S05,CUST_030,3,95,285,App
TRX_00321,2025-09-08,13:14,101,S03,CUST_132,3,45,135,App
TRX_00322,2025-04-23,20:13,136,S03,CUST_050,3,280,840,Cash
TRX_00323,2025-05-08,16:22,114,S02,CUST_067,4,220,880,Cash
TRX_00324,2025-04-23,10:36,106,S03,CUST_069,3,32,96,Cash
TRX_00325,2025-06-17,22:22,108,S05,CUST_121,4,110,440,App
TRX_00326,2025-04-24,9:18,108,S03,CUST_160,2,110,220,App
TRX_00327,2025-05-23,23:28,110,S03,CUST_199,1,105,105,Cash
TRX_00328,2025-03-16,12:52,101,S03,CUST_104,4,45,180,Cash
TRX_00329,2025-11-18,13:08,125,S02,CUST_184,5,550,2750,Cash
TRX_00330,2025-03-29,12:03,108,S01,CUST_069,5,110,550,Cash
TRX_00331,2025-03-22,19:14,107,S01,CUST_180,5,28,140,Cash
TRX_00332,2025-05-15,20:30,115,S05,CUST_082,4,180,720,Cash
TRX_00333,2024-11-29,17:59,145,S03,CUST_139,2,50,100,Cash
TRX_00334,2025-07-29,19:12,107,S02,CUST_049,4,28,112,Visa
TRX_00335,2025-05-10,13:41,125,S03,CUST_112,3,550,1650,Cash
TRX_00336,2025-10-26,18:14,136,S02,CUST_165,1,280,280,Cash
TRX_00337,2025-02-24,15:56,103,S05,CUST_016,1,38,38,Visa
TRX_00338,2025-06-18,21:31,131,S04,CUST_001,1,85,85,Cash
TRX_00339,2024-12-16,9:19,136,S04,CUST_176,3,280,840,Cash
TRX_00340,2025-05-17,13:29,117,S04,CUST_105,1,48,48,App
TRX_00341,2025-08-22,16:56,140,S03,CUST_165,5,175,875,App
TRX_00342,2025-07-24,13:12,103,S05,CUST_077,5,38,190,Visa
TRX_00343,2025-02-18,20:29,115,S05,CUST_148,3,180,540,Cash
TRX_00344,2024-12-04,20:21,101,S01,CUST_073,2,45,90,Visa
TRX_00345,2025-11-07,21:12,127,S03,CUST_127,5,95,475,Cash
TRX_00346,2025-07-03,17:20,138,S03,CUST_158,4,300,1200,Cash
TRX_00347,2025-03-01,11:30,109,S02,CUST_186,1,95,95,Cash
TRX_00348,2024-11-30,13:24,137,S01,CUST_138,2,320,640,Cash
TRX_00349,2025-05-14,13:37,113,S03,CUST_069,3,72,216,Visa
TRX_00350,2025-04-09,19:23,122,S01,CUST_131,1,450,450,Cash
TRX_00351,2025-11-03,10:29,104,S02,CUST_109,1,42,42,Cash
TRX_00352,2025-11-13,17:59,107,S01,CUST_075,4,28,112,Visa
TRX_00353,2025-11-15,10:40,113,S03,CUST_021,3,72,216,App
TRX_00354,2025-06-03,18:14,102,S02,CUST_052,3,55,165,Cash
TRX_00355,2025-07-29,11:29,126,S01,CUST_139,2,390,780,Visa
